id,cloud provider,Total Ram,Total CPU,Total Disk Space (GB),Cpu Utilization,Network Latency (milliseconds),Cost per Day ($),Average IOPS,classification
d4801a64-d6c1-4f6e-8768-ed27db3b9d92,On-prem,8,2,8,92.87,297,19.48,821,overutilized
121bd8b7-cca9-49cb-972d-6c6353cc0205,AWS,64,16,32,60.31,49,167.25,1371,optimal
b0d4cfda-f1d6-4025-85a9-f115bce4ef3c,AWS,16,8,16,44.37,140,52.83,1085,underutilized
ea6a13c6-7402-4d64-9975-b5ce7e28219f,AWS,32,16,16,65.05,127,101.77,965,optimal
eaccd93c-e4f7-4eb2-80d2-7825485f0962,GCP,4,2,8,70.1,86,16.29,920,optimal
12bdc05a-3c75-4351-959b-7a5745d5146f,On-prem,32,16,16,96.45,217,81.24,1083,overutilized
9a2fa97f-a48f-4965-b374-a5752f659f71,AWS,32,16,16,85.83,131,101,982,overutilized
a22f06a3-7bcb-4df9-96cd-d6fbc74d93fc,AWS,8,1,8,56.9,82,22.27,892,underutilized
21586cd8-e3dc-4428-aaa8-42fa910fd834,AWS,4,2,8,81.12,109,16.27,819,overutilized
e213cc39-dc95-409f-a8c3-7187e6751aac,On-prem,8,1,8,78.07,265,17.95,904,optimal
8a63d3e5-c4d4-4544-8d1e-eb3784e2aa56,AWS,1,1,8,57.8,55,8.14,713,underutilized
1d8a1ede-306e-480f-a795-c2a12caaa6d6,GCP,2,1,8,56.86,49,10.1,682,underutilized
8be8c45a-bcd1-4049-a4a9-cac67e809237,AWS,32,16,16,61.92,140,101.28,1077,optimal
f81bd728-55ee-484a-91b1-ac5caa72da38,On-prem,64,16,32,44.8,217,133.1,1258,underutilized
5140adcb-24c0-4a0d-afb0-cbed15c10db7,GCP,1,1,8,87.5,125,8.13,924,overutilized
817ef6a8-fb21-47c1-a65d-9e2ad5adacc1,AWS,8,2,8,69.11,133,24.47,1014,optimal
a2c20179-2b60-4c54-9454-c2c5dad508a6,On-prem,64,16,32,40.47,203,132.8,1241,underutilized
870e7988-0c9a-42b3-86f5-1265c86e56e3,AWS,1,1,8,80.31,124,8.12,748,overutilized
2ffd8bba-69fc-4b4b-b7d3-36a1b98edd9c,On-prem,1,1,8,84.2,231,6.51,907,overutilized
c1184c7c-3518-46f4-a70b-6a5ff530c194,GCP,8,1,8,95.54,97,22.37,724,overutilized
dde36ae6-1c88-4bf0-a9be-5cd8e662ae7e,AWS,2,1,8,78.38,53,10.1,762,optimal
b2a4092a-96d9-483f-98c0-326e44e6ea52,GCP,4,1,8,67.25,108,14.23,965,optimal
3a69c3bb-bf94-4352-8075-0fffde00bb40,AWS,1,1,8,78.09,133,8.09,846,optimal
a58872bd-ca72-4b94-b8c5-ba79a0e30f22,AWS,32,16,16,55.45,136,101.54,1172,underutilized
68a83366-7aa9-4059-9229-da73f55bcc72,GCP,64,16,32,40.03,90,165.91,1353,underutilized
14221818-5c5e-472b-99db-d208422d49e6,AWS,4,1,8,69.87,59,14.22,667,optimal
4b81e46b-e9ed-4085-83eb-8a1cbfa53073,AWS,64,16,32,44.95,50,166.08,1261,underutilized
525b60be-7912-429d-8338-ff5bf434a47c,GCP,16,4,16,76.58,48,44.6,957,optimal
1ed929b8-c78f-4612-86ac-517448173756,GCP,4,2,8,88.18,54,16.16,782,overutilized
935fa4f2-60e7-4f26-92fa-733505892098,GCP,16,4,16,42.12,41,44.59,807,underutilized
940b6f79-d64e-41a5-a6f9-a6682c25176f,GCP,4,1,8,77.42,118,14.26,748,optimal
f2a444c4-dbd0-4fd4-96da-686a74c826a3,GCP,8,1,8,85.05,128,22.26,883,overutilized
b39c38d2-f2a8-4572-ad2f-38aef48dbc78,GCP,1,1,8,77.03,100,8.08,644,optimal
54c50970-e7ee-4538-8912-02c587f67821,AWS,2,1,8,40.63,42,10.17,833,underutilized
27d35a83-b0b2-48a6-9eef-a2b4bc7e878b,AWS,32,16,16,86.16,53,101.38,1337,overutilized
2f96bf5a-65c5-4a9e-99ac-76798a54bddf,AWS,2,1,8,89.4,95,10.14,908,overutilized
59db84ad-ce8f-4d8b-8adb-3611909f1295,On-prem,64,16,32,95.27,80,133.67,1637,overutilized
586388bf-e80b-42ff-a9dc-19b6b5df7f4e,AWS,2,1,8,48.65,63,10.13,734,underutilized
0d7754ac-2f55-4a32-8e9a-a5bb5f3cbe14,AWS,16,4,16,76.9,135,44.45,1006,optimal
0a33281c-1f6a-4395-b92d-49811e39af2c,AWS,16,4,16,48.89,78,44.66,858,underutilized
e23ac0d6-2325-45ab-b084-7fc6866c439f,AWS,1,1,8,55.8,145,8.16,821,overutilized
39ebf442-db74-41c3-8986-defd68114889,On-prem,16,4,16,74.33,140,35.83,1104,optimal
83788e5b-874f-4fdf-aeaf-a0bc733fcee8,GCP,4,2,8,92.08,66,16.29,957,overutilized
42964c28-fac8-4a0d-803c-66b0daa85311,On-prem,8,2,8,81.71,155,19.5,867,overutilized
d39426bf-f550-435b-baa2-f0cddb247dac,AWS,4,1,8,89.3,105,14.16,702,overutilized
bc56d651-00d5-44bb-85c0-cf01b3620efe,AWS,16,8,16,61.93,69,52.84,821,optimal
ee3b91d6-0713-4800-aa10-74cc85177da8,AWS,64,16,32,63.81,145,166.16,1763,overutilized
fd4787dc-ab54-4e70-93d1-2fe797f32e7f,AWS,2,1,8,67.27,140,10.16,816,optimal
91c43ef3-abfd-4be4-8ba5-7035e7f56676,AWS,4,1,8,57.37,98,14.24,869,underutilized
4089a373-bcee-4bb6-b6d7-b3c8c93c8089,On-prem,4,1,8,83.3,212,11.41,791,overutilized
11733622-7978-4de5-8fd8-46f059cab31b,GCP,16,4,16,44.85,106,44.83,993,underutilized
17f437d1-053b-4197-bf5c-df8ffb83c0e6,On-prem,1,1,8,62.1,278,6.51,726,optimal
67c0a8ca-f35a-4bed-bbd9-3ebd25e1ecae,GCP,16,4,16,81.42,80,44.56,878,overutilized
00d50817-70f9-42f1-834f-436e5f55cc78,AWS,4,2,8,65.14,92,16.24,797,optimal
c33a2662-6f49-44fe-a265-9e13c39f9512,GCP,16,8,16,62.39,131,52.8,1063,optimal
b2ef8d1c-998e-449a-b777-40342325190a,AWS,32,16,16,49.58,64,101.06,1117,underutilized
12be3116-3493-46e6-a9bc-24e8cae003bb,AWS,32,16,16,82.39,70,101.49,1272,overutilized
6558a0a9-ad7d-4112-8a2c-7b607560ef95,GCP,32,16,16,87.48,136,101.87,1069,overutilized
be81ae78-fb8f-425a-a51d-1f773102a4e3,AWS,1,1,8,87.11,144,8.1,701,overutilized
9994469f-fbbe-4b41-90b4-dd77295e6c8a,AWS,32,16,16,70.3,70,101.5,1048,optimal
6ad69258-eed8-4a74-b61c-01c8acf26c36,AWS,16,4,16,47.16,83,44.82,1109,underutilized
320f5b37-f6e0-4293-b01a-469db808ac59,GCP,32,16,16,62.57,92,101.94,1166,optimal
98afdf49-1998-4427-86da-c18c9781f044,AWS,16,8,16,67.71,42,52.72,1109,optimal
f5a36ffa-a8bf-47bc-9eb0-a30910672b88,GCP,1,1,8,44.99,147,8.09,804,overutilized
3513b11a-9428-4231-ab5d-0d3b2ffdda63,AWS,2,1,8,95.49,103,10.18,815,overutilized
9e667968-baf1-498e-9142-622c291d446b,AWS,8,1,8,64.95,102,22.38,849,optimal
e5b47d0a-4c7c-4831-9c37-ac4a39ce386d,AWS,32,16,16,45.14,112,101.69,930,underutilized
7bc6fbc5-8ba4-4f6c-873c-e05cebd0328e,GCP,4,2,8,55.55,150,16.2,812,overutilized
6ff577a6-1c45-4517-adbc-0061dd1c402d,On-prem,4,2,8,73.49,133,12.99,844,optimal
04bf7959-0f7d-4c55-a753-a4983c2bc27d,GCP,4,2,8,80.88,121,16.3,714,overutilized
7e6e6c7c-7f89-4b66-9d9b-8679baf3805c,AWS,16,4,16,82.22,97,44.86,967,overutilized
2ddcac1c-3428-4f0b-aa81-8a8860e58415,AWS,1,1,8,96.87,112,8.11,939,overutilized
b714c503-5305-4bd7-a336-e3c2606149e0,AWS,2,1,8,53.03,48,10.15,727,underutilized
d97dc13c-2e78-4d2c-a094-73d008178da5,On-prem,2,1,8,57.78,161,8.11,966,underutilized
705cf77c-8952-49b5-bdd2-3cb4bb4d5089,GCP,16,8,16,54.76,78,52.82,930,underutilized
6bc5b91a-1a0a-4fa2-8e34-5e9038c13c70,AWS,32,16,16,89.36,106,101.19,1288,overutilized
8be10777-f65a-4a49-b582-b3d2501e9ba8,GCP,2,1,8,52.67,121,10.12,666,underutilized
491a7e14-b8c7-4cc1-b8c4-bc1b4930f76a,AWS,4,1,8,87.96,87,14.19,983,overutilized
70357d07-356b-430d-9112-20b5480c495c,AWS,64,16,32,68.55,112,166.34,1287,optimal
f107c4aa-a11a-438c-960b-7d7d4f8db769,AWS,4,1,8,60.2,62,14.21,835,optimal
140bc13e-0b41-4b47-b1a0-43e1f7fd5f89,GCP,2,1,8,54.44,68,10.15,887,underutilized
6b2c4996-661c-42cc-bddc-7c6aebc15dd5,AWS,4,2,8,89.93,118,16.29,897,overutilized
18c4ef2c-f6a6-4ac9-ab27-ab765a720f47,On-prem,2,1,8,85.39,275,8.15,797,overutilized
45374864-a2a9-43ad-b306-6b6e2e459384,AWS,8,1,8,65.98,149,22.4,788,overutilized
cee9ace5-e6e1-4a78-83b2-3761e91ff199,On-prem,4,1,8,80.83,60,11.32,788,overutilized
d93c8b3d-40c1-4231-84cd-60ab9a32c6ff,GCP,1,1,8,59.95,89,8.16,710,underutilized
cba4da51-b1b1-412e-a8c6-152710a652cb,AWS,64,16,32,56.24,116,167.08,1300,underutilized
b06b027b-d7d7-4f89-9cb6-3727ca190f66,On-prem,8,1,8,69.68,192,17.94,881,optimal
91ccf760-1b13-459d-86c9-bd2d0ee4de7a,AWS,32,16,16,85.57,100,101.78,1173,overutilized
07bdd21e-6c80-4313-b1d2-6be14557e47f,AWS,16,8,16,81.89,113,52.59,908,overutilized
b6f8f78c-8010-4b53-9fd0-3e9b892fce3d,AWS,1,1,8,93.45,134,8.09,653,overutilized
68cf7ca4-7d5d-4410-a9f4-06f2b85912e5,AWS,1,1,8,77.48,107,8.14,795,optimal
2cfcef21-e118-44d8-a42a-fd0c8871a12b,GCP,8,1,8,53.8,70,22.36,967,underutilized
cd5e06e9-be40-4195-bdda-f2ff2a08c23e,AWS,4,2,8,81.39,132,16.25,882,overutilized
f813c7a9-257f-4712-9f00-562030bcc39b,AWS,16,8,16,91.53,134,52.54,974,overutilized
c1c6e799-1051-4ba3-80f2-54b24a4b9a75,AWS,16,4,16,74.89,140,44.75,803,optimal
72ccf376-4934-4a78-b35e-69bb75268afa,AWS,8,2,8,77.67,144,24.37,997,overutilized
69ba4302-2610-43ba-a403-8ca05cb60d73,On-prem,2,1,8,96.02,211,8.16,968,overutilized
d796fa54-c906-4bef-8c82-829a3aecc2e8,AWS,64,16,32,74.19,87,166.41,1708,overutilized
9518f72a-c756-4761-9932-a574070047e4,AWS,8,1,8,49.98,42,22.23,791,underutilized
9f1571ca-7e75-4ed2-95d9-06006f0efa45,On-prem,2,1,8,51.06,162,8.15,835,underutilized
19000096-7b6d-4687-9282-c47e844c9899,GCP,16,4,16,95.04,54,44.85,1051,overutilized
37d96bf7-eb14-4e8d-a972-223eadf9c0ac,On-prem,32,16,16,40.91,140,80.99,995,underutilized
7f49ad65-1352-4283-9b88-d712b56cbeb5,AWS,64,16,32,77.89,86,166.71,1249,optimal
bdd2f675-7b6c-4b94-b5fd-aff5ee5fe6e7,AWS,4,2,8,95.3,88,16.26,955,overutilized
90ce7e9e-d713-47fb-97af-0a712380671e,GCP,64,16,32,91.77,73,166.88,1369,overutilized
21388710-76b5-401f-9f69-49ad39f19fa6,AWS,64,16,32,80.48,125,166.89,1523,overutilized
c346a348-606a-4d5e-9140-ec6ced768938,GCP,4,2,8,70.58,48,16.22,869,optimal
97c4da06-8ffe-40b3-8d9b-b5ca0a2df3f1,GCP,32,16,16,80.02,45,101.55,1046,overutilized
a96c9f4a-6d7c-486a-8a1d-51e58de45876,GCP,16,8,16,86.54,79,52.56,1084,overutilized
527e4e72-9744-4298-aec3-bfe09f847701,On-prem,4,1,8,61.92,229,11.32,677,optimal
8f1d87d3-8e5c-4e40-9142-d7604a9b613d,AWS,2,1,8,69.39,80,10.12,884,optimal
c1e9bd26-5666-4243-a4c9-1d6d7bde6812,AWS,1,1,8,78.23,92,8.13,828,optimal
b8c0cfff-05a8-408b-a799-e0c61fdd2f3a,On-prem,8,1,8,69.98,231,17.94,978,optimal
892742c0-b1c1-4a15-b0d4-a4563f590e65,AWS,4,1,8,60.8,141,14.22,999,overutilized
fbebdc28-5b58-4606-a6b6-901925594dbe,AWS,16,4,16,63.35,148,44.71,1042,overutilized
c0afda23-d69d-43cd-bd88-b621a413a876,AWS,1,1,8,52.82,43,8.15,677,underutilized
e010a4dd-968d-4788-b30d-edc26066e988,GCP,2,1,8,76.99,91,10.2,914,optimal
89131bc3-f9e9-44f3-8c42-459e223f7727,GCP,16,8,16,43.34,133,52.67,1012,underutilized
821c176f-2a37-4490-a962-b02712a5bb06,GCP,4,2,8,75.11,133,16.28,907,optimal
8f23ce8c-5220-4fb9-9ef5-248519284c91,On-prem,16,4,16,48.24,243,35.59,1069,underutilized
2e102443-0cb6-4837-b6dd-06370c509d34,GCP,8,2,8,68.41,108,24.36,864,optimal
4d4f6821-bdf3-444d-a649-015b0389c280,AWS,16,4,16,41.17,54,44.85,933,underutilized
deb4e4fa-5478-4a01-ac17-3e905e7a1947,GCP,64,16,32,88.39,57,165.7,1638,overutilized
6f306ef4-435d-4689-a5d3-a184c316d6d5,AWS,32,16,16,40.86,99,101.67,1154,underutilized
1dcc9dbb-1678-4047-a77d-95a276823c51,GCP,2,1,8,41.49,135,10.11,927,underutilized
091a5555-2a56-4558-a7f6-7bb8f7e2a6d3,GCP,8,1,8,90.98,49,22.26,782,overutilized
e9c967be-f803-4654-988b-184e85c88ec5,On-prem,64,16,32,55.76,143,133.58,1303,underutilized
bde76c09-d509-4a6e-803b-c0ea16387d81,On-prem,2,1,8,42.79,66,8.1,969,underutilized
a77d1dca-677d-460c-972f-efd937e7062b,AWS,4,1,8,94.39,113,14.24,932,overutilized
dafda57d-9062-4df4-8800-cade06bea542,AWS,2,1,8,97.99,92,10.1,785,overutilized
352a0135-fd28-4912-9184-879a1323eee8,AWS,64,16,32,43.41,41,166.38,1740,overutilized
c9c2054f-9e7f-4a95-b8df-30a2b4e4b885,AWS,32,16,16,97.84,118,101.36,1312,overutilized
3ae34b52-db5a-4bfe-932b-5108cdfd804c,GCP,32,16,16,80.41,66,101.55,1279,overutilized
e3012dbb-f872-482e-8af8-1ce7bfdb1b57,AWS,64,16,32,44.19,134,166.88,1463,underutilized
be999210-b841-4e79-8d71-1eac7634ac81,GCP,64,16,32,63.92,47,166.99,1307,optimal
1cca2999-f92b-4abb-8d59-54aa9f66f6fb,On-prem,32,16,16,76.08,71,81.53,1107,optimal
e395baf4-8530-4043-a3c7-e6f0a8f904c2,GCP,4,2,8,43.55,126,16.27,772,underutilized
47ebcd07-f55d-47e9-a0bf-2dfc80f49fe5,AWS,2,1,8,43.03,147,10.13,915,overutilized
01d60dd5-18f7-4f3d-9c79-d26ce178daf7,AWS,8,2,8,82.92,86,24.31,917,overutilized
808138f2-219b-4f6c-a636-347bc93e5336,On-prem,64,16,32,71.9,242,133.19,1548,optimal
52ff4b74-430c-4696-a4a0-307e2994363a,GCP,8,1,8,73.86,43,22.42,829,optimal
b018b3a2-d3eb-4e74-b41c-63741e3bb479,AWS,4,2,8,96.11,150,16.16,728,overutilized
0dd8a039-792b-4b6b-9577-0647e4d242cb,AWS,2,1,8,78.65,63,10.18,788,optimal
8a1f8451-900b-4e59-be72-c84f3516188e,AWS,32,16,16,95.45,51,101.58,1231,overutilized
e9d36271-5ed5-4609-8916-0226f99c6882,On-prem,4,1,8,82.71,280,11.39,667,overutilized
9c234cf5-924a-4aba-a717-c736fb2e353a,AWS,2,1,8,59.84,50,10.1,747,underutilized
07e8fcdf-38ef-4755-b0a2-5a094d0f5ad4,AWS,1,1,8,66.78,75,8.08,827,optimal
c094612a-3e72-47c5-bf9b-4a2a1e158957,GCP,2,1,8,68.73,130,10.1,842,optimal
255dc430-1185-4832-9a98-640ab3acdfc6,AWS,64,16,32,81.73,135,166.77,1369,overutilized
08be0a46-b52a-44f6-93bf-0036f4f8b292,AWS,16,4,16,57.41,146,44.74,803,overutilized
0d659f40-2819-451c-8211-215ee4ea90c8,AWS,64,16,32,49.57,113,167.19,1349,underutilized
c58ee760-1e4d-405f-9fc5-2e51f40fdf74,AWS,4,1,8,69.4,59,14.17,812,optimal
cbcdc0d0-cddc-4754-a02d-0805e774f658,AWS,32,16,16,81.03,42,101.73,944,overutilized
de9278ab-e9a9-4808-854d-321154b0813c,On-prem,8,1,8,59.34,300,17.94,901,overutilized
8044d669-27cb-4d8d-847c-ee7bf14af383,AWS,64,16,32,59.41,129,166.37,1774,overutilized
34723e92-faa4-451c-80fe-2270423ad364,AWS,64,16,32,57.97,43,166.1,1574,underutilized
bccc3cac-3cfa-4078-9456-a0d8a6414658,GCP,64,16,32,71.89,132,166.35,1201,optimal
00611f8a-f700-4f73-8e83-33ce6ee99e2c,On-prem,8,1,8,65.25,264,17.93,730,optimal
b7cb7c8e-0bc1-43de-abe3-b922198d232c,AWS,4,2,8,74.71,140,16.21,820,optimal
a7d011e4-db49-4d1d-a13f-d790efecab15,AWS,8,2,8,85.99,132,24.32,980,overutilized
a0457b9f-36b3-4382-b96e-2efeee276d96,AWS,64,16,32,48.58,75,166.56,1230,underutilized
e58c8345-10e1-455d-bc39-52aa7eb49b26,GCP,4,2,8,75.86,63,16.19,691,optimal
8ea545d3-8f20-4067-a5d6-a2977e79ad5c,AWS,4,2,8,87.5,113,16.28,963,overutilized
1f0ad3f3-149c-4d77-93ba-d68e8f0bb5b4,On-prem,64,16,32,77.49,132,133.67,1513,optimal
bf291c13-0cd7-41a2-9136-ce3e9d90aa8a,GCP,4,1,8,43.46,146,14.16,879,overutilized
2200b780-e7d2-4d11-a6de-9ae011b2e7c3,AWS,1,1,8,84.27,137,8.15,698,overutilized
360bee7d-9d32-4871-85da-9db4e93ffb19,GCP,64,16,32,41.94,44,165.77,1698,underutilized
021f167a-f125-4657-9009-7b4d938da5e2,AWS,16,8,16,66.35,77,52.59,1005,optimal
74a3faae-a6b5-4e2f-8181-90c203125dd8,AWS,32,16,16,92.79,59,101.4,1258,overutilized
0405f787-bcea-415a-9727-2bb83e650ecd,On-prem,2,1,8,44.22,123,8.1,844,underutilized
9f7eb7e7-84a5-4b85-a68a-d8c59829a96c,GCP,8,2,8,45.04,68,24.37,950,underutilized
0e0b6e17-505b-4dd6-8151-aa32ac604ea7,On-prem,16,8,16,97.72,225,42.13,1003,overutilized
3c45bb5c-33e2-4731-bfc5-1ab1ed7a9731,GCP,32,16,16,62.72,123,101.09,1036,optimal
41b65597-466b-4e79-a20b-d22893c42409,AWS,8,2,8,55.79,88,24.36,880,underutilized
6e49a194-eae0-422d-a979-56620fe8c29b,On-prem,16,4,16,41.96,55,35.65,942,underutilized
2072ef00-b7bc-44c0-8b6e-54a49c9910af,AWS,64,16,32,57.42,146,165.64,1307,overutilized
e2f0f195-dfb8-4a9e-9f6d-188c4f2802c7,GCP,1,1,8,94.32,73,8.09,867,overutilized
770a8810-21e8-43bc-9a63-e935d7c32a72,AWS,2,1,8,70.33,103,10.15,847,optimal
34f17ecb-a413-4c74-af5f-a7643f783db9,GCP,16,8,16,70.71,106,52.86,1084,optimal
f87ac536-4e93-4231-8ab3-339bf0456967,AWS,32,16,16,53.93,117,101.73,1169,underutilized
b25fc617-85da-4473-8aab-35ded9f68a84,On-prem,32,16,16,56.7,229,81.44,1185,underutilized
a84c228a-8892-45bc-89b5-a4dbe0d2b15a,On-prem,64,16,32,59.02,113,132.94,1503,underutilized
41c611c1-b86a-46cb-a17f-eebfd59634be,AWS,1,1,8,49.51,129,8.12,957,underutilized
08919415-35e0-4633-ac38-612f08d6dc57,On-prem,16,8,16,68.13,108,42.32,889,optimal
86872125-0143-42d3-8b5e-adb74d3169cf,On-prem,1,1,8,73.3,106,6.53,926,optimal
90b8a718-a241-4435-9bdc-ebf7a03a1898,AWS,8,1,8,71.71,141,22.4,1047,overutilized
61605469-ecef-4e5e-8546-6da26ce75747,AWS,16,8,16,60.32,141,52.62,944,overutilized
6a34e1bc-9b22-4179-a783-17bfa6d5af50,AWS,16,4,16,86.23,57,44.7,900,overutilized
7323d8a2-d3e7-404d-bbfb-68e0ecdfcaf7,AWS,8,2,8,85.74,141,24.25,850,overutilized
52a2f83e-ce41-4b2b-baa4-1e6766a15b46,AWS,4,2,8,82.63,43,16.26,801,overutilized
0fd9578c-6c40-4896-a6ad-1a477385a702,On-prem,32,16,16,44.81,110,81.08,1293,underutilized
99edf706-871c-4eb4-9aff-f6cc3ee4b492,GCP,64,16,32,68.86,108,165.93,1598,optimal
0e9cc471-2dbb-4057-aa6b-23cf75806fff,On-prem,16,4,16,79.86,166,35.64,1029,optimal
8e8752a3-723e-4bfc-8d4d-306bcda532ac,On-prem,2,1,8,69.5,116,8.15,890,optimal
bfdd6f0b-fb8a-4e76-8e04-3596c3ad60bc,AWS,32,16,16,72.13,146,101.21,1304,overutilized
4c455476-b227-4976-81fb-ef4a04381ce7,On-prem,16,4,16,92.78,221,35.73,923,overutilized
d77a88c9-8191-4f8a-97ba-588183c68df3,AWS,4,1,8,96.78,88,14.2,727,overutilized
68f551c7-b8ff-4b0a-9deb-d876b93f36ab,AWS,1,1,8,67.88,54,8.13,658,optimal
5f8a72ce-7383-4bc0-9672-cfd587bda555,AWS,32,16,16,94.22,47,101.58,1000,overutilized
73478fc6-c04d-4743-82b8-650eb481a66e,AWS,16,8,16,90.1,104,52.97,1038,overutilized
ee2c16a7-6ea3-486e-be08-ca5327396bdc,GCP,16,8,16,74.57,133,52.68,1130,optimal
baa9e919-fb9b-43ff-830b-7bee96d73cd1,GCP,4,2,8,81.43,121,16.16,916,overutilized
6f9ed60e-765c-4de9-8df1-9cc3025bafde,GCP,32,16,16,75.17,107,101.22,962,optimal
ba5d0e5b-4290-495a-8c46-a4b436ce44d1,AWS,8,2,8,81.02,58,24.32,980,overutilized
4c97364a-dd30-4aae-a0ee-601c14133a41,AWS,4,1,8,94.52,142,14.28,992,overutilized
3e076a66-c8e4-4f11-bec6-be8f253be4fa,GCP,64,16,32,78.63,43,167,1599,optimal
ecb4152d-0c51-4e7d-aa69-7591493920ac,AWS,64,16,32,58.32,79,165.89,1369,underutilized
67eb9a0f-f178-4100-889a-b84051aff9d0,GCP,16,4,16,55.92,89,44.73,865,underutilized
64047e24-ed2d-471a-a767-d2c23f4abb4b,AWS,4,2,8,42.7,120,16.23,811,underutilized
ceb4fae7-a376-4f97-9739-945ad51df220,GCP,2,1,8,65.9,110,10.14,894,optimal
2b0acc52-843d-4e58-85c9-17e407de6457,GCP,64,16,32,49.59,46,167.23,1495,underutilized
661ebd59-9fd1-452a-9062-21be231183b5,AWS,64,16,32,87.73,143,165.75,1663,overutilized
4b385b56-e29f-45f0-ab27-fb76e906cd22,AWS,32,16,16,50.29,56,101.33,1177,underutilized
04e27b57-cf1a-4efc-882d-1f7775276b7b,AWS,4,1,8,84.15,126,14.22,771,overutilized
d43e68b6-16a1-48e0-b563-cf938242448f,AWS,16,4,16,40.31,42,44.86,838,underutilized
90fe56ee-1e83-4025-b80f-934951c1388d,On-prem,4,1,8,69.01,188,11.38,854,optimal
2fc6c71d-3b3d-4522-b231-11c6e3c9fd64,On-prem,2,1,8,76.63,274,8.09,674,optimal
dd1fc507-dbe0-493e-b6fb-ace7919a9b8b,AWS,1,1,8,86.13,101,8.09,833,overutilized
201260ec-2158-44ce-bcd3-6b8b557e6d4c,GCP,8,1,8,74.71,128,22.3,711,optimal
f5936d92-5841-4f17-8d88-122050bdc22a,AWS,4,2,8,78.33,120,16.22,851,optimal
19024f26-075e-42f3-8c18-98bc80809012,AWS,4,1,8,79.2,125,14.27,725,optimal
36ba72f9-5aa5-4945-988b-350e19362f1b,On-prem,16,8,16,46.23,228,42.42,821,underutilized
4035a6cf-47cd-4c17-bc2a-488ce3537272,AWS,64,16,32,72.6,119,166.13,1206,optimal
bce07c01-e993-4d50-a367-5c03d1a5969f,AWS,4,1,8,84.88,108,14.25,750,overutilized
529aa3e0-635e-41a0-8b7a-f968f32c910e,AWS,8,2,8,43.71,150,24.25,854,overutilized
83943e3a-ff30-4918-9847-4e9834f2c01c,AWS,16,4,16,77.76,150,44.66,942,overutilized
83bc4c14-9fd1-414b-ac07-13a9b6f08ae9,On-prem,2,1,8,57.87,114,8.13,823,underutilized
f3b5a816-2515-4b6d-957c-81a41e4c91b3,AWS,2,1,8,80.9,124,10.18,956,overutilized
3a664c1b-d232-4d42-8aab-8f4ef287811e,On-prem,1,1,8,61.51,129,6.5,746,optimal
0227ff41-d7f7-424b-a888-c991f7825886,On-prem,4,2,8,45.15,279,13.04,678,underutilized
5783fa77-99e8-48e9-911a-68b540cd532f,GCP,8,1,8,66.63,120,22.32,1051,optimal
3e786362-25c5-4355-bcbf-dc72ff709298,GCP,1,1,8,96.67,123,8.13,811,overutilized
8bd79a49-34a8-4eec-a3a9-74b1bbd21e0f,GCP,32,16,16,51.51,128,101.61,1322,underutilized
38143fca-fde1-4b70-87de-4cddbd6db4ec,On-prem,16,4,16,90.58,219,35.81,814,overutilized
15c24a38-8e87-4861-9ae9-d5f13a3f4f32,On-prem,1,1,8,92.79,245,6.48,703,overutilized
063c7b1e-a07c-48e5-9442-b02ec1268e94,GCP,8,2,8,95.66,41,24.25,709,overutilized
a8804c6f-4f32-4ca3-a08f-2877cf58278c,AWS,32,16,16,87.75,99,101.78,1006,overutilized
658e46cf-49f6-44c5-a0c2-59aaec8b4622,GCP,2,1,8,84.52,115,10.18,883,overutilized
c595c38f-9959-4a78-b2f7-1edf13d0f2f9,GCP,2,1,8,94.34,53,10.11,797,overutilized
e71719da-8c0e-4b59-8447-293f426ca8c2,AWS,4,1,8,90.38,119,14.2,823,overutilized
dc5f8807-839b-4600-b26d-690161d22e76,GCP,1,1,8,43.55,149,8.09,740,overutilized
2099d55f-933b-4e00-8fef-eaa326e93c51,AWS,16,4,16,47.17,51,44.48,849,underutilized
a0d02019-d051-43d6-ab95-8b69f97eb14e,AWS,1,1,8,78.96,132,8.14,950,optimal
a5dfd5f5-ed43-46fa-a5bb-024cbd47a374,AWS,4,2,8,42.51,40,16.16,674,underutilized
9f08ecd5-45dd-446b-9ef3-9c77c68c9f64,GCP,2,1,8,41.62,121,10.11,761,underutilized
04476800-d818-488c-b891-259369e61f2f,AWS,2,1,8,90.72,78,10.18,876,overutilized
87f810c8-450f-49f0-8fbc-38b16057e396,AWS,1,1,8,79.15,78,8.08,908,optimal
658fc34b-a4b0-4550-9956-dfa63541848a,On-prem,4,2,8,94.75,275,12.95,692,overutilized
c093582b-5b4c-43c7-bef4-e6eb3c73aff7,AWS,64,16,32,53.84,59,166.11,1537,underutilized
84423358-1779-4b95-a6ed-590a192275fc,AWS,64,16,32,72.11,91,167.03,1599,optimal
dcc5b388-1de5-45f4-8ece-72ee13e46714,GCP,32,16,16,67.88,86,101.96,1258,optimal
1e8fd7b3-dae8-4eed-98d5-1f6336eea321,AWS,2,1,8,82.46,93,10.16,865,overutilized
7957a2c3-b09b-41ca-89af-691ef5b941ce,AWS,4,1,8,86.08,135,14.19,849,overutilized
8aa1a56c-43e4-4c85-b057-10e5bcb56815,AWS,1,1,8,62.88,142,8.1,654,overutilized
2e5e0dc4-624c-4bf2-a30d-91cfe1680f53,On-prem,4,2,8,87.74,150,12.93,830,overutilized
